"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"2681","AUL-1966","824e0fb1-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Holt",1966-01-27,1967-12-19,"Regular","Natural Death","Regular","M",1908
"2682","AUL-1968","824e4081-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Gorton",1968-01-10,1971-03-10,"Regular","Regular","Regular","M",1911
"2683","AUL-1971","824e4082-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","McMahon",1971-03-10,1972-12-05,"Regular","Regular","Regular","M",1908
"2684","AUL-1972","824e4083-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Whitlam",1972-12-05,1975-11-11,"Regular","Regular","Regular","M",1916
"2685","AUL-1975","824e4084-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Fraser",1975-11-11,1983-03-11,"Regular","Regular","Regular","M",1930
"2686","AUL-1983","824e4085-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Hawke",1983-03-11,1991-12-19,"Regular","Regular","Regular","M",1929
"2687","AUL-1991","824e4086-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Keating",1991-12-19,1996-03-11,"Regular","Regular","Regular","M",1945
"2688","AUL-1996","824e715e-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Howard",1996-03-11,2007-12-03,"Regular","Regular","Regular","M",1939
"2689","AUL-2007","8255e1cb-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Rudd",2007-12-03,2010-06-24,"Regular","Regular","Regular","M",1957
"2690","AUL-2010","8255e1cc-1e42-11e4-b4cd-db5882bf8def",900,"AUL","Australia","Oceania","Gillard",2010-06-24,2013-06-27,"Regular","Regular","Regular","F",1961
"2691","AUL-2013-2","2b3ec881-3481-11e4-8dba-bbcd9ed46413",900,"AUL","Australia","Oceania","Abbott",2013-09-18,2015-09-15,"Regular","Regular","Regular","M",1957
"2692","AUL_2015_1",NA,900,"AUL","Australia","Oceania","Malcolm Turnbull",2015-09-15,2018-08-24,"Regular","Regular","Regular","M",1954
"2693","AUL_2018_1",NA,900,"AUL","Australia","Oceania","Scott Morrison",2018-08-24,2022-05-22,"Regular","Regular","Regular","M",1968
"2694","AUL_2022_1",NA,900,"AUL","Australia","Oceania","Anthony Norman Albanese",2022-05-22,2024-07-04,"Regular","Still in Office","Still in Office","M",1963
"2695","PNG-1975","824e715f-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Somare",1975-09-16,1980-03-11,"Regular","Regular","Regular","M",1936
"2696","PNG-1980","824e7160-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Chan",1980-03-11,1982-08-02,"Regular","Regular","Regular","M",1939
"2697","PNG-1982","824e715f-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Somare",1982-08-02,1985-11-21,"Regular","Regular","Regular","M",1936
"2698","PNG-1985","824e7161-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Wingti",1985-11-21,1988-07-04,"Regular","Regular","Regular","M",1951
"2699","PNG-1988","824e7162-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Namaliu",1988-07-04,1992-07-17,"Regular","Regular","Regular","M",1947
"2700","PNG-1992","824e7161-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Wingti",1992-07-17,1994-08-30,"Regular","Regular","Regular","M",1951
"2701","PNG-1994","824e7160-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Chan",1994-08-30,1997-07-22,"Regular","Regular","Regular","M",1939
"2702","PNG-1997","824e7163-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Skate",1997-07-22,1999-07-14,"Regular","Regular","Regular","M",1953
"2703","PNG-1999","824ea232-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Morauta",1999-07-14,2002-08-05,"Regular","Regular","Regular","M",1946
"2704","PNG-2002","824e715f-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","Somare",2002-08-06,2011-08-02,"Regular","Retired Due to Ill Health","Regular","M",1936
"2705","PNG-2011","8255e1cd-1e42-11e4-b4cd-db5882bf8def",910,"PNG","Papua New Guinea","Oceania","O'Neil",2011-08-02,2019-05-29,"Regular","Regular","Still in Office","M",1965
"2706","PNG_2019_1",NA,910,"PNG","Papua New Guinea","Oceania","James Marape",2019-05-29,2024-07-04,"Regular","Still in Office","Still in Office","M",1971
"2707","NEW-1906","824ea233-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Ward",1906-08-06,1912-03-28,"Regular","Regular","Regular","M",1856
"2708","NEW-1912-2","824ea235-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Massey",1912-07-10,1925-05-10,"Regular","Natural Death","Regular","M",1856
"2709","NEW-1925-2","824ea237-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Coates",1925-05-30,1928-12-07,"Regular","Regular","Regular","M",1878
"2710","NEW-1928","824ea233-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Ward",1928-12-10,1930-05-15,"Regular","Retired Due to Ill Health","Regular","M",1856
"2711","NEW-1930","824ed306-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Forbes",1930-05-28,1935-11-27,"Regular","Regular","Regular","M",1869
"2712","NEW-1935","824ed307-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Savage",1935-11-27,1940-03-26,"Regular","Natural Death","Regular","M",1872
"2713","NEW-1940","824f03da-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Fraser",1940-04-01,1949-12-12,"Regular","Regular","Regular","M",1884
"2714","NEW-1949","824f03db-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Holland",1949-12-13,1957-09-20,"Regular","Retired Due to Ill Health","Regular","M",1893
"2715","NEW-1957-2","824f03dd-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Nash",1957-12-12,1960-12-12,"Regular","Regular","Regular","M",1882
"2716","NEW-1960","824f03dc-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Holyoake",1960-12-12,1972-02-07,"Regular","Regular","Regular","M",1904
"2717","NEW-1972-1","824f03de-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Marshall",1972-02-07,1972-12-08,"Regular","Regular","Regular","M",1912
"2718","NEW-1972-2","824f03df-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Kirk",1972-12-08,1974-08-31,"Regular","Natural Death","Regular","M",1923
"2719","NEW-1974","824f34ae-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Rowling",1974-09-06,1975-12-12,"Regular","Regular","Regular","M",1927
"2720","NEW-1975","824f34af-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Muldoon",1975-12-12,1984-07-26,"Regular","Regular","Regular","M",1921
"2721","NEW-1984","824f34b0-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Lange",1984-07-26,1989-08-08,"Regular","Regular","Regular","M",1942
"2722","NEW-1989","824f34b1-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Palmer",1989-08-08,1990-09-04,"Regular","Regular","Regular","M",1942
"2723","NEW-1990-2","824f6582-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Bolger",1990-10-27,1997-12-08,"Regular","Regular","Regular","M",1935
"2724","NEW-1997","824f6583-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Jenny Shipley",1997-12-08,1999-12-10,"Regular","Regular","Regular","F",1952
"2725","NEW-1999","824f6584-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","Helen Clark",1999-12-10,2008-11-19,"Regular","Regular","Regular","F",1950
"2726","NEW-2008","8255e1ce-1e42-11e4-b4cd-db5882bf8def",920,"NEW","New Zealand","Oceania","John Key",2008-11-19,2016-12-12,"Regular","Regular","Still in Office","M",1961
"2727","NEW_2016_1",NA,920,"NEW","New Zealand","Oceania","Bill English",2016-12-12,2017-10-26,"Regular","Regular","Regular","M",1961
"2728","NEW_2016_2",NA,920,"NEW","New Zealand","Oceania","Jacinda Ardern",2017-10-26,2023-01-25,"Regular","Regular","Regular","F",1980
"2729","NEW_2023_1",NA,920,"NEW","New Zealand","Oceania","Chris Hipkins",2023-01-25,2023-11-27,"Regular","Regular","Regular","M",1978
"2730","SOL-1978","824f6585-1e42-11e4-b4cd-db5882bf8def",940,"SOL","Solomon Islands","Oceania","Kenilorea",1978-07-07,1981-08-31,"Regular","Regular","Regular","M",1943
