"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"1143","SPN-1897-2","19b45b38-3bbd-11e5-afeb-eb6f07f9fec7",230,"SPN","Spain","Europe","Sagasta",1897-10-04,1899-03-05,"Regular","Regular","Regular","M",1827
"1144","SPN-1899","8210a3c4-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Le-Vielleuze",1899-03-05,1900-10-22,"Regular","Regular","Regular","M",1843
"1145","SPN-1901","19b45b38-3bbd-11e5-afeb-eb6f07f9fec7",230,"SPN","Spain","Europe","Sagasta",1901-02-26,1902-12-06,"Regular","Regular","Regular","M",1827
"1146","SPN-1903-2","8210a3c6-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Maura y Montaner",1903-12-06,1904-12-16,"Regular","Regular","Regular","M",1853
"1147","SPN-1907","8210a3c6-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Maura y Montaner",1907-01-24,1909-10-21,"Regular","Regular","Regular","M",1853
"1148","SPN-1910","8211056d-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Canalejas y Mendez",1910-02-09,1912-11-12,"Regular","Irregular","Unknown","M",1854
"1149","SPN-1912-2","82113641-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Garcia Prieto",1912-11-15,1913-10-27,"Regular","Regular","Regular","M",1859
"1150","SPN-1913","8211671e-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Dato y Iradier",1913-10-27,1915-12-09,"Regular","Regular","Regular","M",1856
"1151","SPN-1915","82113640-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Figueroa y Torres",1915-12-09,1917-04-19,"Regular","Regular","Regular","M",1863
"1152","SPN-1920","8211671e-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Dato y Iradier",1920-05-05,1921-03-08,"Regular","Irregular","Assassination by Unsupported Individual","M",1856
"1153","SPN-1922-1","82116722-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Sanchez Guerra",1922-03-08,1922-12-05,"Regular","Irregular","Removed by Other Government Actors, without Foreign Support","M",1859
"1154","SPN-1922-2","82113641-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Garcia Prieto",1922-12-05,1923-09-14,"Regular","Irregular","Removed by Military, without Foreign Support","M",1859
"1155","SPN-1923","821197f2-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","de Rivera",1923-09-14,1930-01-28,"Irregular","Regular","Regular","M",1870
"1156","SPN-1930","821197f3-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Berenguer",1930-01-30,1931-02-14,"Irregular","Regular","Regular","M",1873
"1157","SPN-1931-3","821197f6-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Azana y Diez",1931-10-14,1933-09-08,"Regular","Regular","Regular","M",1880
"1158","SPN-1934-2","8211c8c6-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Lerroux y Garcia",1934-10-10,1935-10-20,"Regular","Regular","Regular","M",1866
"1159","SPN-1937","8211f99c-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Negrin",1937-05-18,1939-03-05,"Regular","Irregular","Removed by Military, without Foreign Support","M",1889
"1160","SPN-1939-2","8211f99e-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Franco",1939-04-01,1975-10-30,"Irregular","Natural Death","Regular","M",1892
"1161","SPN-1976","82122a6f-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Suarez Gonzalez",1976-07-01,1981-02-25,"Regular","Regular","Regular","M",1932
"1162","SPN-1981","82122a70-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Calvo-Sotelo",1981-02-25,1982-12-02,"Regular","Regular","Regular","M",1926
"1163","SPN-1982","82122a71-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Gonzalez Marquez",1982-12-02,1996-05-05,"Regular","Regular","Regular","M",1942
"1164","SPN-1996","82122a72-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Aznar",1996-05-05,2004-04-17,"Regular","Regular","Regular","M",1953
"1165","SPN-2004","82125b42-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Rodriguez Zapatero",2004-04-17,2011-12-20,"Regular","Regular","Regular","M",1960
"1166","SPN-2011","82517ea8-1e42-11e4-b4cd-db5882bf8def",230,"SPN","Spain","Europe","Rajoy Brey",2011-12-20,2018-06-01,"Regular","Regular","Still in Office","M",1955
"1167","SPN_2018_1",NA,230,"SPN","Spain","Europe","Pedro Sánchez",2018-06-01,2024-07-04,"Regular","Still in Office","Still in Office","M",1972
"1168","POR-1861","82125b43-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Luis I",1861-11-11,1889-10-19,"Regular","Natural Death","Regular","M",1838
"1169","POR-1889","82125b44-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Carlos I",1889-10-19,1908-02-01,"Regular","Irregular","Unknown","M",1863
"1170","POR-1908","82125b45-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Manuel II",1908-02-01,1910-10-05,"Regular","Irregular","Unknown","M",1889
"1171","POR-1910","82125b46-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Braga",1910-10-05,1911-08-24,"Irregular","Regular","Regular","M",1843
"1172","POR-1911","82128c16-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Arriaga",1911-08-24,1915-05-29,"Regular","Regular","Regular","M",1840
"1173","POR-1915-2","82128c17-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Machado Guimaraes",1915-10-05,1917-12-08,"Regular","Irregular","Unknown","M",1851
"1174","POR-1917","82128c18-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Paes",1917-12-08,1918-12-14,"Irregular","Irregular","Unknown","M",1872
"1175","POR-1918","82128c19-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Joao Canto e Castro",1918-12-16,1919-10-05,"Regular","Regular","Regular","M",1862
"1176","POR-1919","8212bcea-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Almeida",1919-10-05,1923-08-06,"Regular","Regular","Regular","M",1866
"1177","POR-1923","8212bceb-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Gomes",1923-08-06,1925-12-11,"Regular","Retired Due to Ill Health","Regular","M",1860
"1178","POR-1926","8212bcec-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Carmona",1926-05-28,1932-07-05,"Irregular","Regular","Regular","M",1869
"1179","POR-1932","8212bced-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Salazar",1932-07-05,1968-09-16,"Regular","Natural Death","Regular","M",1889
"1180","POR-1968","8212bcee-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Caetano",1968-09-27,1974-04-25,"Regular","Irregular","Removed by Military, without Foreign Support","M",1906
"1181","POR-1974-2","8212edbf-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Costa Gomes",1974-09-30,1976-07-23,"Regular","Regular","Regular","M",1914
"1182","POR-1976","8212edc0-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Eanes",1976-07-23,1986-03-09,"Regular","Regular","Regular","M",1935
"1183","POR-1986","8212edc1-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Soares",1986-03-09,1996-03-09,"Regular","Regular","Regular","M",1924
"1184","POR-1996","8212edc2-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Sampaio",1996-03-09,2006-03-09,"Regular","Regular","Regular","M",1939
"1185","POR-2006","82517ea9-1e42-11e4-b4cd-db5882bf8def",235,"POR","Portugal","Europe","Cavaco Silva",2006-03-09,2016-03-09,"Regular","Regular","Still in Office","M",1939
"1186","POR_2016_1",NA,235,"POR","Portugal","Europe","Rebelo de Sousa",2016-03-09,2024-07-04,"Regular","Still in Office","Still in Office","M",1948
"1187","BAV-1864","8212edc3-1e42-11e4-b4cd-db5882bf8def",245,"BAV",NA,NA,"Ludwig II",1864-03-10,1871-04-06,"Regular","Foreign","Removed through Threat of Foreign Force","M",1831
"1188","GMY-1858","82131e92-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Wilhelm I",1858-10-07,1888-03-09,"Regular","Natural Death","Regular","M",1797
"1189","GMY-1888-2","82131e94-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Wilhelm II",1888-06-15,1918-11-09,"Regular","Irregular","Popular Protest, with Foreign Support","M",1859
"1190","GMY-1919-2","82134f71-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Bauer",1919-06-21,1920-03-26,"Regular","Regular","Regular","M",1870
"1191","GMY-1920-2","82134f73-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Fehrenback",1920-06-25,1921-05-04,"Regular","Regular","Regular","M",1852
"1192","GMY-1921","82138044-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Wirth",1921-05-10,1922-11-14,"Regular","Regular","Regular","M",1879
"1193","GMY-1923-2","82138047-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Marx",1923-11-30,1924-12-15,"Regular","Regular","Regular","M",1863
"1194","GMY-1925","8213b118-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Luther",1925-01-15,1926-05-12,"Regular","Regular","Regular","M",1879
"1195","GMY-1926","82138047-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Marx",1926-05-16,1928-06-12,"Regular","Regular","Regular","M",1863
"1196","GMY-1928","82134f72-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Muller",1928-06-28,1930-03-27,"Regular","Regular","Regular","M",1876
"1197","GMY-1930","8213b119-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Bruning",1930-03-30,1932-05-30,"Regular","Regular","Regular","M",1885
"1198","GMY-1933","8213b11c-1e42-11e4-b4cd-db5882bf8def",255,"GMY",NA,NA,"Hitler",1933-01-30,1945-04-30,"Regular","Suicide","Regular","M",1889
"1199","GFR-1949","8213e1ed-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Adenauer",1949-09-16,1963-10-15,"Regular","Regular","Regular","M",1876
"1200","GFR-1963","8213e1ee-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Erhard",1963-10-16,1966-12-01,"Regular","Regular","Regular","M",1897
"1201","GFR-1966","821412c0-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Kiesinger",1966-12-01,1969-10-21,"Regular","Regular","Regular","M",1904
"1202","GFR-1969","821412c1-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Brandt",1969-10-22,1974-05-06,"Regular","Regular","Regular","M",1913
"1203","GFR-1974","821412c2-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Schmidt",1974-05-16,1982-10-01,"Regular","Regular","Regular","M",1918
"1204","GFR-1982","82144394-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Kohl",1982-10-01,1998-10-27,"Regular","Regular","Regular","M",1930
"1205","GFR-1998","82144395-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Schroder",1998-10-27,2005-11-22,"Regular","Regular","Regular","M",1944
"1206","GFR-2005","82517eaa-1e42-11e4-b4cd-db5882bf8def",260,"GFR","West Germany","Europe","Merkel",2005-11-22,2021-12-08,"Regular","Regular","Still in Office","F",1954
"1207","GFR_2021_1",NA,260,"GFR","West Germany","Europe","Scholz",2021-12-08,2024-07-04,"Regular","Still in Office","Still in Office","M",1958
"1208","GDR-1946","82144396-1e42-11e4-b4cd-db5882bf8def",265,"GDR","East Germany","Europe","Wilhelm Pieck",1946-04-22,1950-07-25,"Irregular","Regular","Regular","M",1876
"1209","GDR-1950","82144397-1e42-11e4-b4cd-db5882bf8def",265,"GDR","East Germany","Europe","Ulbricht",1950-07-25,1971-05-03,"Regular","Regular","Regular","M",1893
"1210","GDR-1971","82144398-1e42-11e4-b4cd-db5882bf8def",265,"GDR","East Germany","Europe","Honecker",1971-05-03,1989-10-18,"Regular","Regular","Regular","M",1912
"1211","GDR-1989-2","82147469-1e42-11e4-b4cd-db5882bf8def",265,"GDR","East Germany","Europe","Gysi",1989-12-09,1990-10-03,"Regular","Foreign","Irregular, Other","M",1948
"1212","POL-1918-2","8214746b-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Pildsudski",1918-11-14,1922-12-09,"Irregular","Regular","Regular","M",1867
"1213","POL-1922-2","8214a53c-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Wojciechowski",1922-12-20,1926-05-12,"Regular","Irregular","Removed by Military, without Foreign Support","M",1869
"1214","POL-1926","8214746b-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Pildsudski",1926-05-12,1935-05-12,"Regular","Natural Death","Regular","M",1867
"1215","POL-1935","8214a53d-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Smigly-Rydz",1935-05-12,1939-09-18,"Regular","Foreign","Removed through Threat of Foreign Force","M",1866
"1216","POL-1944","8214a53e-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Bierut",1944-12-31,1956-03-12,"Irregular","Natural Death","Regular","M",1892
"1217","POL-1956-2","8214d610-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Gomulka",1956-10-21,1970-12-20,"Regular","Irregular","Popular Protest, without Foreign Support","M",1905
"1218","POL-1970","8214d611-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Gierek",1970-12-20,1980-09-06,"Regular","Natural Death","Regular","M",1913
"1219","POL-1980","821506e4-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Kania",1980-09-06,1981-10-18,"Regular","Regular","Regular","M",1927
"1220","POL-1981","821506e5-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Jaruzelski",1981-10-18,1990-12-22,"Regular","Regular","Regular","M",1923
"1221","POL-1990","821537c2-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Walesa",1990-12-22,1995-12-23,"Regular","Regular","Regular","M",1943
"1222","POL-1995","821537c3-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Kwasniewski",1995-12-23,2005-12-23,"Regular","Regular","Regular","M",1954
"1223","POL-2005","82517eab-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Kaczynski",2005-12-23,2010-04-10,"Regular","Natural Death","Regular","M",1949
"1224","POL-2010-4","82517eac-1e42-11e4-b4cd-db5882bf8def",290,"POL","Poland","Europe","Komorowski",2010-08-06,2015-08-06,"Regular","Regular","Regular","M",1952
"1225","POL_2015_1",NA,290,"POL","Poland","Europe","Andrzej Duda",2015-08-06,2023-12-13,"Regular","Regular","Regular","M",1972
"1226","AUH-1848","82156896-1e42-11e4-b4cd-db5882bf8def",300,"AUH",NA,NA,"Francis Joseph I",1848-12-02,1916-11-21,"Regular","Natural Death","Regular","M",1830
"1227","AUH-1916","82156897-1e42-11e4-b4cd-db5882bf8def",300,"AUH",NA,NA,"Karl",1916-11-21,1918-11-11,"Regular","Irregular","Popular Protest, with Foreign Support","M",1887
"1228","AUS-1918","8215996a-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Renner",1918-11-12,1920-06-11,"Irregular","Regular","Regular","M",1870
"1229","AUS-1920","8215996b-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Mayr",1920-07-07,1921-06-01,"Regular","Regular","Regular","M",1864
"1230","AUS-1921","8215ca3e-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Schober",1921-06-21,1922-05-24,"Regular","Regular","Regular","M",1870
"1231","AUS-1922","8215ca3f-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Seipel",1922-05-31,1924-11-19,"Regular","Regular","Regular","M",1876
"1232","AUS-1924","8215ca40-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Ramek",1924-11-20,1926-10-15,"Regular","Regular","Regular","M",1881
"1233","AUS-1926","8215ca3f-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Seipel",1926-10-20,1929-04-03,"Regular","Regular","Regular","M",1876
"1234","AUS-1929-2","8215ca3e-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Schober",1929-09-26,1930-09-25,"Regular","Regular","Regular","M",1870
"1235","AUS-1931","8215fb13-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Buresch",1931-06-20,1932-05-06,"Regular","Regular","Regular","M",1878
"1236","AUS-1932","82162be6-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Dollfuss",1932-05-20,1934-07-25,"Regular","Irregular","Removed by Rebels, without Foreign Support","M",1882
"1237","AUS-1934","82162be7-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Schuschnigg",1934-07-30,1938-03-11,"Regular","Foreign","Removed through Threat of Foreign Force","M",1897
"1238","AUS-1938","82165cba-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Seyss-Inquart",1938-03-12,1939-04-30,"Regular","Foreign","Irregular, Other","M",1892
"1239","AUS-1945-2","82165cbb-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Figl",1945-11-28,1953-04-02,"Regular","Regular","Regular","M",1902
"1240","AUS-1953","82165cbc-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Raab",1953-04-02,1961-04-11,"Regular","Regular","Regular","M",1891
"1241","AUS-1961","82168d8e-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Gorbach",1961-04-11,1964-02-25,"Regular","Regular","Regular","M",1898
"1242","AUS-1964","82168d8f-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Klaus",1964-04-02,1970-03-03,"Regular","Regular","Regular","M",1910
"1243","AUS-1970","8216be62-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Kreisky",1970-04-20,1983-05-24,"Regular","Regular","Regular","M",1911
"1244","AUS-1983","8216be63-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Sinowatz",1983-05-24,1986-06-16,"Regular","Regular","Regular","M",1929
"1245","AUS-1986","8216ef36-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Vranitzky",1986-06-16,1997-01-28,"Regular","Regular","Regular","M",1937
"1246","AUS-1997","8216ef37-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Klima",1997-01-28,2000-02-04,"Regular","Regular","Regular","M",1947
"1247","AUS-2000","8216ef38-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Schussel",2000-02-05,2007-01-11,"Regular","Regular","Regular","M",1945
"1248","AUS-2007","8251af7d-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Gusenbauer",2007-01-11,2008-12-02,"Regular","Regular","Regular","M",1960
"1249","AUS-2008","8251af7e-1e42-11e4-b4cd-db5882bf8def",305,"AUS","Austria","Europe","Faymann",2008-12-02,2016-05-09,"Regular","Regular","Still in Office","M",1960
"1250","AUS_2016_2",NA,305,"AUS","Austria","Europe","Kern",2016-05-17,2017-12-18,"Regular","Regular","Regular","M",1966
"1251","AUS_2017_1",NA,305,"AUS","Austria","Europe","Kurz",2017-12-18,2019-05-28,"Regular","Regular","Regular","M",1986
"1252","AUS_2020_1",NA,305,"AUS","Austria","Europe","Kurz",2020-01-07,2021-12-06,"Regular","Regular","Regular","M",1986
"1253","AUS_2021_2",NA,305,"AUS","Austria","Europe","Nehammer",2021-12-06,2024-07-04,"Regular","Still in Office","Still in Office","M",1972
"1254","HUN-1920","82172017-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Horthy",1920-03-01,1944-10-15,"Regular","Foreign","Removed through Threat of Foreign Force","M",1868
"1255","HUN-1945","82172018-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Rakoski",1945-01-15,1956-07-15,"Irregular","Irregular","Removed by Other Government Actors, without Foreign Support","M",1892
"1256","HUN-1956-3","821750ea-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Kadar",1956-11-04,1988-05-22,"Foreign Imposition","Regular","Regular","M",1912
"1257","HUN-1988","821750eb-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Grosz",1988-05-22,1989-10-07,"Regular","Regular","Regular","M",1930
"1258","HUN-1990","821750ed-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Antall",1990-05-03,1993-12-12,"Regular","Natural Death","Regular","M",1932
"1259","HUN-1994","821781bd-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Horn",1994-07-15,1998-07-06,"Regular","Regular","Regular","M",1932
"1260","HUN-1998","821781be-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Orban",1998-07-06,2002-05-27,"Regular","Regular","Regular","M",1963
"1261","HUN-2002","821781bf-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Peter Medgyessy",2002-05-27,2004-09-29,"Regular","Regular","Regular","M",1942
"1262","HUN-2004","821781c0-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Ferenc Gyurcsany",2004-09-29,2009-04-14,"Regular","Regular","Regular","M",1961
"1263","HUN-2009","8251af7f-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Bajnai",2009-04-14,2010-05-29,"Regular","Regular","Regular","M",1968
"1264","HUN-2010","821781be-1e42-11e4-b4cd-db5882bf8def",310,"HUN","Hungary","Europe","Orban",2010-05-29,2024-07-04,"Regular","Still in Office","Still in Office","M",1963
"1265","CZE-1918","8217b290-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Masaryk",1918-10-28,1935-12-14,"Regular","Retired Due to Ill Health","Regular","M",1850
"1266","CZE-1935","8217b291-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Benes",1935-12-18,1938-10-05,"Regular","Regular","Regular","M",1884
"1267","CZE-1938-2","8217b293-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Hacha",1938-12-01,1945-05-13,"Foreign Imposition","Foreign","Removed through Threat of Foreign Force","M",1872
"1268","CZE-1945","8217b291-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Benes",1945-05-13,1948-06-07,"Foreign Imposition","Regular","Regular","M",1884
"1269","CZE-1948","8217b294-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Gottwald",1948-06-07,1953-03-14,"Regular","Natural Death","Regular","M",1896
"1270","CZE-1953","8217b295-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Zapotocky",1953-03-21,1957-11-13,"Regular","Natural Death","Regular","M",1884
"1271","CZE-1957","8217e364-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Novotny",1957-11-19,1968-01-05,"Regular","Regular","Regular","M",1904
"1272","CZE-1968-3","8217e367-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Husak",1968-08-28,1989-12-17,"Foreign Imposition","Regular","Regular","M",1913
"1273","CZE-1989","82181438-1e42-11e4-b4cd-db5882bf8def",315,"CZE","Czech Republik","Europe","Calfa",1989-12-17,1992-07-01,"Regular","Regular","Regular","M",1946
"1274","CZR-1993","8218143a-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Klaus",1993-01-01,1997-12-17,"Regular","Regular","Regular","M",1941
"1275","CZR-1998","8218143c-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Zeman",1998-07-17,2002-07-12,"Regular","Regular","Regular","M",1944
"1276","CZR-2002","8218450c-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Spidla",2002-07-12,2004-07-26,"Regular","Regular","Regular","M",1951
"1277","CZR-2004","8218450d-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Stanislav Gross",2004-07-26,2005-04-25,"Regular","Regular","Regular","M",1969
"1278","CZR-2005","8251af80-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Paroubek",2005-04-25,2006-09-04,"Regular","Regular","Regular","M",1952
"1279","CZR-2006","8251af81-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Topolanek",2006-09-04,2009-05-08,"Regular","Regular","Regular","M",1956
"1280","CZR-2009","8251e050-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Fischer",2009-05-08,2010-07-13,"Regular","Regular","Regular","M",1951
"1281","CZR-2010","8251e051-1e42-11e4-b4cd-db5882bf8def",316,"CZR","Czech Republic","Europe","Necas",2010-07-13,2013-07-10,"Regular","Regular","Regular","M",1964
"1282","CZR-2014","149e3ccf-aae0-11e4-b3bc-29f2fa19767e",316,"CZR","Czech Republic","Europe","Sobotka",2014-01-29,2017-12-06,"Regular","Regular","Still in Office","M",1971
"1283","CZR_2017_1",NA,316,"CZR","Czech Republik","Europe","Babis",2017-12-06,2020-12-17,"Regular","Regular","Regular","M",1954
"1284","CZR_2021_1",NA,316,"CZR","Czech Republik","Europe","Fiala",2021-12-17,2024-07-04,"Regular","Still in Office","Still in Office","M",1964
"1285","SLO-1993","8218450e-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Meciar",1993-01-01,1994-03-16,"Regular","Regular","Regular","M",1942
"1286","SLO-1994-1","8218450f-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Moravcik",1994-03-16,1994-12-13,"Regular","Regular","Regular","M",1945
"1287","SLO-1994-2","8218450e-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Meciar",1994-12-13,1998-10-30,"Regular","Regular","Regular","M",1942
"1288","SLO-1998","82184510-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Dzurinda",1998-10-30,2006-07-04,"Regular","Regular","Regular","M",1955
"1289","SLO-2006","8251e052-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Fico",2006-07-04,2010-07-08,"Regular","Regular","Regular","M",1964
"1290","SLO-2010","8251e053-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Radicova",2010-07-08,2012-04-04,"Regular","Regular","Regular","F",1956
"1291","SLO-2012","8251e052-1e42-11e4-b4cd-db5882bf8def",317,"SLO","Slovakia","Europe","Fico",2012-04-04,2018-03-22,"Regular","Regular","Still in Office","M",1964
"1292","SLO_2018_1",NA,317,"SLO","Slovakia","Europe","Pellegrini",2018-03-22,2020-03-21,"Regular","Regular","Regular","M",1975
"1293","SLO_2020_1",NA,317,"SLO","Slovakia","Europe","Igor Matovic",2020-03-21,2021-04-01,"Regular","Regular","Regular","M",1973
"1294","SLO_2021_1",NA,317,"SLO","Slovakia","Europe","Eduard Heger",2021-04-01,2023-05-15,"Regular","Regular","Regular","M",1976
